sl.no,rotationRate.x,rotationRate.y,rotationRate.z,userAcceleration.x,userAcceleration.y,userAcceleration.z,class
954,-1.3286,-0.470885,1.012608,-0.199738,-0.128903,-0.018665,0
955,-0.955599,-0.160938,0.701827,-0.226032,-0.142283,-0.06299,0
956,-0.571635,-0.108482,0.304927,-0.139571,-0.235151,-0.133365,0
957,-0.274757,0.019012,0.132717,0.042451,-0.231138,-0.279944,0
958,0.120519,0.027659,0.02544,0.053461,-0.233161,-0.274187,0
959,0.575036,-0.167002,-0.173029,0.080266,-0.304132,-0.113286,0
960,0.790153,0.079956,-0.312849,0.093492,-0.358091,-0.058634,0
961,0.780777,0.164009,-0.278839,0.110033,-0.409645,-0.050835,0
962,0.604107,-0.26437,-0.091517,0.076294,-0.200464,-0.166143,0
963,0.528169,-0.719227,-0.029507,0.067159,-0.271684,-0.034041,0
964,0.575983,-0.028121,-0.006558,0.078095,-0.286864,0.031678,0
965,0.651321,0.846143,0.009939,0.180798,-0.26847,0.139238,0
966,0.716537,0.698667,0.070404,0.397844,-0.08405,-0.108979,0
967,0.96235,-0.256162,0.209009,0.481046,-0.037529,-0.157495,0
968,1.443745,-0.655289,0.236384,0.396113,-0.095853,-0.114898,0
969,2.123247,-1.769239,0.098348,0.327203,0.09779,0.049016,0
970,2.952354,-3.674567,0.065988,0.205748,0.696815,-0.036784,0
971,2.81179,-4.439559,-0.047245,0.065708,0.932783,0.316981,0
972,2.597036,-3.299056,-0.025637,-0.149198,0.891628,0.251608,0
973,2.318072,-3.164852,0.221138,0.005389,0.755219,0.436313,0
974,1.787843,-2.098078,0.571785,0.164013,0.392057,0.39589,0
975,0.905698,0.206428,0.459053,-0.22108,-0.024818,0.124486,0
976,0.590207,0.462548,0.884878,-0.075438,-0.104078,0.247638,0
977,-0.381125,1.272604,1.082154,-0.026496,-0.198597,0.387503,0
978,-1.068894,1.593518,1.079075,-0.098158,-0.345226,0.431129,0
979,-1.507339,1.575875,0.810048,-0.150872,-0.397977,0.37452,0
980,-1.858785,1.352723,0.443615,-0.174599,-0.498397,0.33515,0
981,-2.075105,1.359853,-0.085607,-0.142253,-0.51198,0.284871,0
982,-2.473438,1.179244,-0.660725,-0.113552,-0.514585,0.220569,0
983,-3.068023,0.756506,-1.253995,-0.045236,-0.415705,0.036994,0
984,-3.069082,-0.122728,-1.423791,0.008026,-0.158049,-0.193388,0
985,-2.038864,-1.73193,-0.561023,0.055134,0.627722,-0.324622,0
986,-1.943606,-1.681685,0.376408,-0.036872,-0.153686,-0.130317,0
987,-1.980949,-0.716371,0.631284,-0.183145,-0.187242,-0.204744,0
988,-1.18701,0.110405,0.711614,-0.315357,-0.221012,-0.335599,0
989,-0.523899,0.420548,0.898514,-0.118086,-0.319368,0.236075,0
990,0.695419,2.13616,0.511727,0.270514,0.017396,0.898702,0
991,1.296576,2.916994,-0.005299,0.363947,0.982,-0.190411,0
992,-1.811449,-0.509559,-0.084574,0.705687,0.834726,-0.179159,0
993,0.860993,-2.326129,-0.20138,0.257349,1.187161,-0.373422,0
994,-0.104362,-1.327722,0.04163,0.809068,0.660029,-0.77448,0
995,1.835307,1.658336,-0.064016,0.114465,-0.177731,0.880498,0
996,0.848597,1.551889,0.503932,-0.044821,-0.294475,0.167014,0
997,-0.665577,0.467702,0.418901,-0.137834,-0.085772,0.325252,0
998,-1.122472,0.116797,0.123466,-0.14562,-0.113098,0.051873,0
999,-1.173285,-0.523191,0.10684,0.127896,-0.083482,-0.461903,0
1000,0.010352,-0.619091,0.152618,0.059238,-0.103028,-0.086017,0
1001,0.216381,0.979313,-0.414149,-0.066317,-0.219165,-0.200225,0
1002,0.163235,0.624456,-0.338222,-0.063585,-0.275669,-0.274829,0
1003,0.191334,0.232326,-0.335386,0.130428,-0.160429,-0.026779,0
1004,0.409144,0.60508,-0.234998,0.159708,-0.235322,0.127013,0
1005,0.391088,0.617083,0.240166,0.258892,-0.211416,-0.084475,0
1006,0.568635,0.630765,0.394145,0.370049,-0.211845,-0.136529,0
1007,0.796721,0.025106,0.076048,0.438286,-0.295679,-0.047812,0
1008,1.223328,-1.237605,-0.203502,0.372689,-0.240608,-0.064752,0
1009,1.783367,-1.385929,-0.093646,0.308821,-0.146446,-0.084503,0
1010,2.40092,-2.140154,-0.093707,0.165848,0.27603,0.088201,0
1011,2.813991,-3.019608,-0.301202,-0.075091,0.589492,0.021609,0
1012,2.540596,-3.391094,-0.13813,-0.045218,0.609694,0.0793,0
1013,2.311561,-3.183095,-0.007537,-0.150862,1.087415,0.27801,0
1014,1.97198,-2.826865,0.179779,-0.219921,0.47823,0.502456,0
1015,1.383704,-1.48039,0.431385,-0.279764,0.136135,0.303288,0
1016,0.986662,-0.275569,0.244402,-0.077146,0.104658,0.0616,0
1017,0.548188,0.513968,0.316171,0.048968,-0.059204,0.02717,0
1018,-0.406551,0.943811,0.476663,-0.015148,-0.184767,0.189759,0
1019,-0.904623,0.99025,0.483806,-0.079715,-0.277653,0.350383,0
1020,-1.260149,0.970991,0.280522,-0.144966,-0.338288,0.350878,0
1021,-1.633213,0.996891,-0.011605,-0.207002,-0.444164,0.326112,0
1022,-1.877904,1.072521,-0.330673,-0.204126,-0.507909,0.258417,0
1023,-2.192681,0.803018,-0.593173,-0.117374,-0.423897,0.157456,0
1024,-2.474992,0.442784,-0.572251,0.083965,-0.249992,-0.009145,0
1025,-2.524474,-0.231768,-0.205332,0.180898,-0.006833,-0.182457,0
1026,-2.49011,-1.023712,0.142027,0.165623,0.091824,-0.267061,0
1027,-2.541892,-1.068496,0.463258,0.125465,-0.024314,-0.101661,0
1028,-2.246916,-0.292624,0.652331,0.021523,-0.09487,-0.054935,0
1029,-1.578644,0.37787,0.762962,-0.168286,0.055399,-0.120889,0
1030,-1.07308,0.415245,0.834811,-0.271322,0.147975,-0.2476,0
1031,-1.122435,-0.914785,0.75285,-0.509525,0.018249,-0.646413,0
1032,-0.428354,-0.902754,0.871982,-0.007266,-0.087132,0.674127,0
1033,1.339721,3.831499,0.097395,-0.057844,-0.006073,0.844114,0
1034,2.101392,5.044875,-0.568614,0.393498,0.854842,-1.369188,0
1035,-0.088222,-1.728736,-0.38829,0.584435,0.612938,-0.064575,0
1036,-0.090793,-2.674988,-0.048469,0.492642,0.944098,-0.140241,0
1037,-1.185136,-0.576106,0.560766,0.57705,0.941977,-0.987222,0
1038,1.298751,2.349691,0.135328,0.12957,0.147317,0.237356,0
1039,0.913313,2.671084,0.282843,-0.003399,-0.060812,0.208839,0
1040,-0.31671,0.826988,0.309729,-0.117756,-0.12126,0.168938,0
1041,-0.787773,-0.216642,0.100541,-0.182415,-0.16688,0.175673,0
1042,-1.2427,-0.300438,-0.127924,-0.182273,-0.093814,0.068845,0
1043,-0.799314,-0.511279,-0.000643,-0.000442,-0.10315,-0.33279,0
1044,0.165518,-0.333933,0.100941,0.008029,-0.259116,-0.358386,0
1045,0.246403,1.466212,-0.192426,-0.082122,-0.431528,-0.10433,0
1046,1.099162,3.143398,-0.243098,0.070223,-0.392213,-0.138373,0
1047,1.367354,3.419639,-0.292853,0.096461,-0.358338,-0.199894,0
1048,1.049846,1.690544,0.020134,0.119936,-0.357471,0.013134,0
1049,0.825604,-0.144468,0.365955,0.256579,-0.306817,-0.049439,0
1050,0.887809,-1.03414,0.353642,0.410433,-0.2596,-0.213612,0
1051,1.124496,-1.16784,0.017909,0.541447,-0.231418,-0.233627,0
1052,1.654753,-1.111424,-0.16433,0.47099,0.079114,-0.077147,0
1053,2.385806,-1.55056,0.061393,0.159663,0.4706,-0.137063,0
1054,2.770649,-2.146221,-0.228917,0.054439,0.581086,-0.058137,0
1055,2.610109,-3.001085,-0.49498,-0.150333,0.967733,0.081586,0
1056,2.214505,-3.408852,-0.476924,-0.127413,0.813159,0.387763,0
1057,1.795592,-2.307239,-0.409691,-0.325846,0.337218,0.427943,0
1058,1.425982,-1.003896,0.048597,-0.367977,-0.134707,0.110895,0
1059,0.873476,-0.549019,-0.006051,0.05123,-0.081347,0.19629,0
1060,0.141758,0.90564,0.221982,0.172933,0.059674,0.155429,0
1061,-0.64622,1.455089,0.430487,-0.01672,-0.037437,0.196853,0
1062,-1.186443,1.642195,0.461725,-0.168783,-0.319187,0.337069,0
1063,-1.580653,1.849771,0.309154,-0.218535,-0.447117,0.378217,0
1064,-1.904305,2.083753,0.151701,-0.268604,-0.601753,0.445589,0
1065,-2.105018,2.266493,-0.350931,-0.155663,-0.679384,0.385362,0
1066,-2.275966,2.051266,-0.990646,-0.040254,-0.618513,0.300331,0
1067,-2.452892,1.323348,-1.285778,-0.013126,-0.486777,0.116587,0
1068,-2.847391,-0.147813,-0.674557,0.069136,0.109666,-0.038206,0
1069,-2.50729,-2.87307,0.697566,0.11218,0.550249,-0.576801,0
1070,-2.266778,-3.412156,0.769372,-0.148399,-0.041827,-0.828255,0
1071,-1.179238,-1.032717,0.456657,-0.260244,-0.442899,0.117984,0
1072,0.303941,2.836416,0.489833,-0.157091,-0.505861,0.447358,0
1073,1.561964,4.490837,0.452703,0.095382,-0.436089,0.793434,0
1074,1.60094,3.268417,0.290036,0.239059,0.784646,-0.697767,0
1075,-2.723121,-0.521887,-0.209602,0.532722,1.459129,-1.438405,0
1076,1.747625,-2.909358,-0.308842,0.876352,1.245816,0.078941,0
1077,0.13323,-0.565282,0.173601,0.484858,0.409304,0.067827,0
1078,0.029059,1.171632,0.401384,0.561925,0.526481,-0.345251,0
1079,0.382199,1.855378,0.135919,0.020919,0.29453,0.209224,0
1080,-0.002576,1.039339,-0.05373,-0.065105,-0.144007,-0.026049,0
1081,-0.35585,0.053088,-0.062412,-0.038545,-0.151327,-0.031226,0
1082,-0.178961,-0.367657,0.040844,-0.000114,-0.201844,-0.13428,0
1083,-0.094941,0.221406,-0.023417,-0.023399,-0.190394,-0.061154,0
1084,0.358244,1.024482,-0.114216,-0.083845,-0.211454,-0.225067,0
1085,0.470296,0.527678,-0.38092,-0.244983,-0.352871,-0.272734,0
1086,0.571145,0.295577,-0.500628,-0.048885,-0.39833,0.099985,0
1087,0.677038,-0.278115,-0.182959,0.236692,-0.261715,0.025421,0
1088,1.151815,-0.505421,0.304553,0.485878,-0.209798,0.070845,0
1089,1.846962,0.088878,0.531906,0.531243,-0.220229,0.027856,0
1090,2.823665,-1.038296,0.246411,0.434093,9.50E-05,-0.496323,0
1091,2.724656,-2.283054,-0.337003,-0.193675,0.554891,0.160978,0
1092,2.744139,-3.126996,-0.293056,-0.337025,0.723316,0.114072,0
1093,2.285431,-3.045779,-0.225862,-0.239865,0.914668,0.217362,0
1094,1.736296,-2.636276,-0.125537,-0.061023,0.578113,0.256961,0
1095,1.345836,-1.595445,0.198346,-0.021839,0.084743,0.048541,0
1096,0.546261,-0.286591,0.184675,0.081104,-0.065745,0.126937,0
1097,-0.371731,1.089525,0.23632,0.038855,-0.115757,0.231417,0
1098,-1.232385,1.560598,0.394211,-0.042673,-0.111407,0.289359,0
1099,-1.836128,1.650861,0.456107,-0.087839,-0.173528,0.265617,0
1100,-2.346724,1.685922,0.389471,-0.174644,-0.493458,0.344263,0
1101,-2.585666,2.079032,0.058286,-0.142883,-0.657285,0.30785,0
1102,-2.784142,2.321164,-0.646301,-0.099932,-0.687405,0.26093,0
1103,-2.881511,1.483166,-1.187496,-0.017583,-0.507296,0.183453,0
1104,-2.741115,-0.005424,-0.677202,0.05486,0.318786,-0.028205,0
1105,-1.746312,-2.894447,0.854597,0.004136,0.61728,-0.372606,0
1106,-1.659673,-3.355891,0.822633,-0.309238,-0.071367,-0.723321,0
1107,-0.931112,-1.314116,0.281381,-0.329609,-0.395355,-0.251421,0
1108,0.008218,1.128624,0.250629,-0.373263,-0.47577,0.230336,0
1109,1.295737,2.506855,0.258924,0.153359,-0.44631,0.7094,0
1110,1.284052,2.798608,0.302266,0.039449,-0.036163,0.535801,0
1111,-0.736763,0.882675,0.065211,0.447612,1.255569,-1.067248,0
1112,2.173137,-2.370964,0.277713,1.099577,1.783601,0.155656,0
1113,1.280118,-0.382783,-0.107087,0.239988,0.018371,0.353787,0
1114,0.195051,-0.684295,0.309805,0.140815,-0.146906,0.370754,0
1115,-0.410761,0.308513,0.309642,-0.091678,-0.085951,0.242256,0
1116,-0.622964,1.360255,0.148715,0.047197,0.151084,-0.041176,0
1117,-0.485941,1.668943,0.356512,0.149811,0.269929,-0.51305,0
1118,0.160731,1.126987,0.26131,0.041209,0.294668,-0.22019,0
1119,0.577545,1.701877,-0.275967,-0.1113,-0.14394,-0.354317,0
1120,0.683391,0.087517,-0.516713,-0.147905,-0.216993,-0.290333,0
1121,0.65384,0.117615,-0.558619,0.091514,-0.290151,0.025243,0
1122,0.458423,-0.158569,-0.320348,0.167512,-0.323545,-0.034533,0
1123,0.70331,-0.458957,-0.271251,0.202316,-0.228188,0.047694,0
1124,1.252123,-0.19947,-0.104312,0.224501,-0.168204,0.09528,0
1125,1.946291,-0.069591,0.114014,0.100217,-0.157516,-0.351299,0
1126,2.537283,-0.994447,-0.082566,0.015476,0.00514,-0.276849,0
1127,2.541921,-2.522384,-0.269651,0.010439,0.294325,0.1457,0
1128,2.520141,-3.271445,-0.207955,-0.063637,0.335665,0.161396,0
1129,2.072877,-3.374083,-0.260086,-0.017064,0.564348,0.193249,0
1130,1.522561,-1.827827,-0.184726,0.128643,0.767546,0.349377,0
1131,1.128395,-1.684715,0.065506,-0.025561,0.342828,0.043462,0
1132,0.582918,-0.571699,0.054928,-0.091458,0.113508,0.011414,0
1133,-0.323492,0.850923,0.187779,0.009091,0.174982,-0.018974,0
1134,-0.925435,1.0108,0.155596,0.028316,0.074297,0.095156,0
1135,-1.326014,1.168668,0.184642,-0.043561,-0.22402,0.257716,0
1136,-1.687798,0.844208,0.119506,-0.157237,-0.346278,0.367974,0
1137,-1.87476,0.786164,-0.121007,-0.204712,-0.419695,0.372828,0
1138,-1.910143,1.125325,-0.457111,-0.107753,-0.459664,0.23288,0
1139,-2.010917,1.327675,-0.62258,0.035842,-0.315594,0.095946,0
1140,-2.020631,1.253447,-0.433478,0.156809,-0.156742,-0.031454,0
1141,-2.011553,0.067509,0.162037,0.125808,0.008388,-0.007256,0
1142,-2.275981,-1.270496,0.927819,-0.011346,-0.074384,0.061587,0
1143,-2.562084,-1.506156,0.967784,-0.073549,-0.045544,0.012878,0
1144,-2.253438,-1.708646,0.456384,-0.160154,0.002022,-0.121316,0
1145,-1.118742,-2.538251,0.211136,-0.391241,-0.03999,-0.33966,0
1146,-0.655192,-1.976222,0.184812,-0.538323,0.024602,-0.41433,0
1147,-0.762187,-0.294244,0.034495,-0.561057,0.085568,-0.358183,0
1148,0.004287,2.54992,-0.066345,-0.328273,-0.122007,0.47102,0
1149,1.326079,4.699063,-0.267101,-0.054352,-0.231422,0.626147,0
1150,2.10515,4.502519,-0.276363,-0.037986,-0.177023,0.563737,0
1151,-0.081799,0.910966,-0.118257,0.539835,0.274687,-0.075939,0
1152,-0.456907,-1.891217,0.067516,0.907934,0.736443,0.36246,0
1153,-1.982653,-2.137244,0.31141,1.004476,1.812737,-1.116784,0
1154,2.505687,2.994611,-0.221426,0.024941,-0.028249,1.204293,0
1155,1.419515,3.685712,0.250758,-0.049138,-0.403341,0.387763,0
1156,-0.446692,1.028064,0.482546,-0.035116,-0.273038,0.131461,0
1157,-0.794795,-0.346678,0.119749,-0.139982,-0.044653,0.106491,0
1158,-1.236064,-0.54848,-0.18004,-0.036781,-0.118488,-0.038241,0
1159,-0.597768,-0.463212,0.319964,0.013161,-0.040735,-0.020202,0
1160,0.178794,0.766313,0.396452,0.116106,-0.113242,-0.458607,0
1161,0.528404,1.424205,-0.060216,-0.257106,-0.35651,-0.36566,0
1162,0.898003,1.714886,-0.345359,-0.071488,-0.322278,-0.05153,0
1163,1.075692,1.82938,-0.360288,0.116063,-0.351304,-0.030919,0
1164,1.009871,1.052729,-0.021126,0.161078,-0.351768,-0.065198,0
1165,0.880498,-0.508106,0.14234,0.274166,-0.313787,-0.070292,0
1166,1.049535,-1.051182,0.20831,0.435072,-0.29713,0.032328,0
1167,1.640387,-1.003658,0.06603,0.415467,-0.023939,-0.184642,0
1168,2.339461,-1.402449,0.087447,0.294809,0.179579,-0.146756,0
1169,2.75598,-2.713196,0.106992,0.092553,0.503698,-0.123704,0
1170,2.612191,-3.515333,-0.038263,-0.028159,0.90398,0.238608,0
1171,2.441692,-3.168782,0.025263,0.00126,1.071572,0.256141,0
1172,2.012485,-2.699782,0.327176,0.144114,0.894578,0.260228,0
1173,1.593752,-2.655284,0.484427,-0.136217,0.107138,0.2693,0
1174,0.976527,-1.491328,0.584378,-0.079728,-0.102619,0.298658,0
1175,0.247177,-0.162727,0.633129,0.039028,-0.08719,0.180048,0
1176,-0.541386,0.565293,0.674758,-0.03008,-0.08538,0.152962,0
1177,-1.230584,0.604832,0.708349,-0.096576,-0.188896,0.163032,0
1178,-1.76951,0.588426,0.483484,-0.142825,-0.355844,0.305548,0
1179,-2.032203,1.091605,0.08683,-0.169261,-0.430628,0.33873,0
1180,-2.191577,1.300486,-0.329021,-0.137307,-0.507832,0.394609,0
1181,-2.349171,1.314881,-0.861046,-0.099576,-0.475249,0.304389,0
1182,-2.427309,1.104738,-1.254429,-0.057927,-0.439799,0.246962,0
1183,-2.3213,0.751618,-1.217984,0.038491,0.208768,-0.094484,0
1184,-1.691103,-1.148757,-0.186722,-0.064332,0.631426,-0.211074,0
1185,-1.937073,-2.768549,0.701328,-0.086946,0.019338,-0.245348,0
1186,-2.435955,-2.5883,0.546993,-0.218567,-0.024188,-0.299937,0
1187,-1.853781,-1.016975,0.298013,-0.197245,0.070431,-0.067776,0
1188,-0.833995,1.103551,0.322716,-0.190605,-0.093609,0.035625,0
1189,-0.349045,1.938239,0.556838,-0.316832,-0.147631,-0.182623,0
1190,-0.266175,1.297014,0.467439,-0.343461,-0.167372,-0.078739,0
1191,0.597734,1.292493,0.050464,-0.115494,-0.349401,0.533031,0
1192,1.441734,1.343646,-0.153078,0.000592,-0.14918,0.497182,0
1193,0.560765,1.133694,-0.431359,0.3888,0.409616,-0.157161,0
1194,-0.950632,-0.13857,-0.37192,0.941261,0.607005,0.106641,0
1195,-0.284381,-0.876109,0.207314,0.629295,1.099173,-0.173021,0
1196,-0.41319,0.763188,0.359206,0.280617,0.336313,-0.183845,0
1197,1.145226,1.527136,-0.228023,0.079173,-0.120173,0.625957,0
1198,0.374071,0.169492,0.027908,0.163038,-0.160872,0.556705,0
1199,-1.002801,-1.25784,0.387588,0.238452,-0.073407,0.208579,0
1200,-1.789397,-1.180153,0.290126,-0.02274,0.03568,0.287877,0
1201,-1.941106,-0.237128,0.091306,-0.096745,-0.033474,0.170162,0
1202,-1.209091,-0.011656,-0.184813,-0.293186,-0.191489,-0.483439,0
1203,-0.723551,0.066218,-0.366323,-0.149808,-0.263738,-0.279999,0
1204,-0.066384,0.920758,-0.450422,0.041765,-0.300259,-0.114954,0
1205,0.227906,1.393635,-0.412653,0.173486,-0.346493,-0.061543,0
1206,0.444824,1.068824,-0.094569,0.187158,-0.451061,-0.235663,0
1207,0.632885,0.70494,0.430639,0.219876,-0.475059,-0.133113,0
1208,0.843728,1.016737,0.596219,0.285516,-0.382556,-0.124077,0
1209,1.116368,1.066178,0.516875,0.37158,-0.306824,-0.225613,0
1210,1.201604,0.629816,0.342841,0.448262,-0.241469,-0.132456,0
1211,1.495805,-0.345003,0.377124,0.578688,-0.23225,-0.231274,0
1212,1.981957,-0.973729,0.541558,0.449722,-0.246897,-0.230091,0
1213,2.438241,-2.390347,0.628814,0.114469,0.087733,-0.154734,0
1214,2.506857,-4.494444,0.347842,-0.051901,0.37629,-0.00175,0
1215,2.682135,-5.24469,0.002856,0.062503,0.794766,0.322024,0
1216,2.16056,-3.88522,0.143817,0.070312,1.006453,0.302236,0
1217,2.000579,-2.138968,0.216306,0.277683,0.899438,0.319083,0
1218,1.84125,-2.313695,0.359627,0.108148,0.226043,0.543281,0
1219,1.262629,-0.916279,0.65076,-0.021245,0.248916,0.142966,0
1220,0.619044,-0.598197,0.784726,0.114043,0.299876,-0.389976,0
1221,-0.538497,0.210936,1.10782,0.103209,-0.022278,-0.087527,0
1222,-1.360317,0.263376,1.226995,0.049719,-0.043483,0.035137,0
1223,-1.783158,-0.32411,1.190611,-0.060229,-0.136039,0.328688,0
1224,-2.028894,-0.36612,0.987054,-0.124996,-0.209186,0.345805,0
1225,-2.108855,0.367878,0.518742,-0.211926,-0.355913,0.392577,0
1226,-1.901182,1.154497,-0.038427,-0.23922,-0.430738,0.318124,0
1227,-1.90755,0.96335,-0.715479,-0.261809,-0.383114,0.25385,0
1228,-1.664335,0.388472,-1.284542,-0.221305,-0.361855,0.215012,0
1229,-1.379897,-0.187847,-1.529645,-0.105914,0.203261,-0.079231,0
1230,-0.96243,-1.676733,-1.185126,-0.066732,0.303152,-0.144077,0
1231,-1.006567,-3.114563,-0.155963,-0.033099,0.015013,-0.123678,0
1232,-1.178645,-2.961348,0.305179,-0.064388,-0.191741,-0.403828,0
1233,-0.960486,-2.014498,0.427267,-0.112357,-0.137452,-0.539864,0
1234,-0.524651,0.69414,0.405476,-0.024404,-0.156007,-0.282593,0
1235,-0.46099,3.273827,0.452821,0.100658,0.002863,-0.198487,0
1236,-0.139008,2.906686,0.611501,0.145151,0.053707,-0.446982,0
1237,0.410938,-0.406767,0.512767,0.091966,0.119987,-0.736722,0
1238,-0.082191,-1.222012,0.218742,-0.025157,0.307815,-0.712291,0
1239,0.072065,-0.07102,0.759933,-0.096997,0.154778,0.632755,0
1240,1.038023,1.310584,-0.327881,-0.15853,0.213414,1.230102,0
1241,0.720063,1.346242,-1.242409,-0.044038,0.355163,0.624346,0
1242,0.054487,-0.371378,-1.099579,0.530898,0.790016,-0.353868,0
1243,-0.224595,-1.579637,-0.266767,0.830814,0.58954,0.293751,0
1244,-0.587621,-1.003784,-0.103398,0.523648,0.474745,0.378481,0
1245,-0.853536,-0.594715,0.126024,0.427368,0.434594,0.357529,0
1246,-1.286152,-0.568218,0.268247,0.344186,0.329895,0.297093,0
1247,-1.524525,-0.709863,0.465453,0.175449,0.16831,0.266992,0
1248,-1.640376,-0.557346,0.519995,0.021846,-0.12591,0.384963,0
1249,-1.882363,0.275061,0.357005,-0.014481,-0.235479,0.223811,0
1250,-2.362978,-0.437567,0.230648,-0.185778,-0.334361,-0.092669,0
1251,-1.624332,-1.685945,0.092129,-0.242635,-0.437212,-0.000397,0
1252,-1.298665,-0.744151,-0.212315,-0.161052,-0.463485,0.023827,0
1253,-1.188208,0.023701,-0.521244,0.03261,-0.412013,-0.032517,0
1254,-1.131986,-0.158213,-0.631713,0.191587,-0.256345,-0.153097,0
1255,-1.420515,-0.516141,-0.649293,0.251802,-0.186523,-0.273589,0
1256,-1.683126,-1.027615,-0.652608,0.319518,-0.057161,-0.410228,0
1257,-1.32197,-1.117422,-0.621165,0.29362,0.080424,-0.281223,0
1258,-0.711243,-0.829581,-0.671747,0.299156,0.136676,-0.31601,0
1259,-0.318842,-1.042165,-0.597163,0.310854,0.356528,-0.445489,0
1260,-0.079466,-1.354363,-0.520315,0.343134,0.518625,-0.389755,0
1261,0.1361,-1.069762,-0.483923,0.368755,0.441235,-0.324104,0
1262,0.313348,-1.445626,-0.415973,0.431795,0.267861,-0.330533,0
1263,0.553602,-2.135604,-0.43798,0.615479,0.247623,-0.362207,0
1264,1.274621,-2.370535,-0.387777,0.664137,0.266843,-0.281316,0
1265,2.094859,-2.89737,-0.152773,0.640619,0.229639,-0.12732,0
1266,2.323445,-4.234023,0.114387,0.512623,0.084867,0.038359,0
1267,2.093929,-4.827181,0.263095,-0.006903,-0.046084,0.271106,0
1268,2.621889,-2.735817,0.015207,0.0284,0.171874,0.204347,0
1269,2.924521,-0.792185,0.143017,0.216908,0.355526,0.316783,0
1270,3.052075,0.811486,0.190991,0.358126,0.474469,0.327043,0
1271,2.77045,0.599342,0.207456,0.351023,0.676126,0.257073,0
1272,1.97005,-1.915929,-0.124992,0.088069,0.397532,0.408649,0
1273,1.436903,-4.682458,0.604424,0.064728,0.123559,0.396012,0
1274,1.461809,-5.031803,1.364552,0.502049,0.01152,0.148909,0
1275,0.938975,-3.312819,1.909899,0.536883,-0.132988,0.243474,0
1276,0.361291,-2.447927,2.171811,0.404579,-0.174053,0.244677,0
1277,0.036648,-3.710186,2.163684,0.13298,-0.30935,0.523259,0
1278,-0.002782,-4.419602,1.917558,0.155997,-0.353251,0.520518,0
1279,-0.254062,-3.967678,1.541346,0.091987,-0.384409,0.585369,0
1280,-0.435663,-2.823193,1.071798,-0.156297,-0.259854,0.431949,0
1281,-0.706937,-1.854353,0.914838,-0.285553,-0.178732,0.35373,0
1282,-0.764709,-1.257277,0.834621,-0.273385,-0.151213,0.318216,0
1283,-0.729498,-0.970083,0.645423,-0.20233,-0.095907,0.167103,0
1284,-0.781643,-0.836206,0.51136,-0.208327,-0.135202,0.055595,0
1285,-0.945595,-0.95734,0.310612,-0.163703,-0.181338,0.017384,0
1286,-1.345992,-0.997718,0.099564,0.026189,-0.250606,-0.109158,0
1287,-1.706141,-0.944068,0.04891,0.176139,-0.155592,-0.299081,0
1288,-1.403022,-1.211105,0.231899,0.287053,0.307166,-0.592038,0
1289,-0.331335,-1.785798,0.495426,0.443971,0.721388,-0.822139,0
1290,0.591721,-1.233922,1.010708,0.346523,0.351375,-0.652995,0
1291,0.45815,-0.491271,1.087872,-0.036484,-0.205615,-0.452281,0
1292,0.031361,-0.581065,1.002753,-0.220041,-0.49534,-0.16993,0
1293,-0.353792,-0.898986,0.921421,0.00849,-0.375413,0.603969,0
1294,-1.133657,0.898096,0.807917,-0.063524,-0.070295,0.684131,0
1295,-1.092921,0.912328,-0.653144,-0.237769,1.269155,-0.337199,0
1296,1.182974,-1.615559,-1.562292,0.05753,0.238499,0.731666,0
1297,0.387177,0.80562,-0.825335,0.070833,-0.473898,0.995623,0
1298,-0.387096,0.560509,-0.662718,0.041088,-0.768098,0.691419,0
1299,-0.880426,0.825704,-1.019017,0.285635,-0.50808,0.640651,0
1300,-0.806855,1.159081,-1.867099,0.39555,-0.262611,0.71357,0
1301,-0.647137,-0.326398,-1.618389,0.537525,0.591119,0.691715,0
1302,-1.569379,-2.539242,0.310419,0.771674,0.32951,0.045034,0
1303,-2.089859,-2.182697,1.107493,0.467508,0.016054,-0.017408,0
1304,-1.689667,-0.39367,1.451963,0.109813,-0.172728,0.153693,0
1305,-2.015927,1.319455,1.694248,-0.157628,-0.038963,0.013407,0
1306,-2.285817,0.853689,1.455814,-0.235019,-0.036761,-0.139865,0
1307,-2.102629,-1.122274,0.734303,-0.353132,-0.036587,-0.228461,0
1308,-1.767486,-1.684602,0.142328,-0.07409,-0.137319,-0.162577,0
1309,-1.402581,-1.411261,-0.064845,0.029801,-0.148396,-0.15577,0
1310,-1.085271,-0.687628,-0.15115,0.151556,-0.148579,-0.17294,0
1311,-0.912483,-0.258783,-0.185744,0.222299,-0.005519,-0.139395,0
1312,-1.169254,0.061674,-0.181538,0.185858,0.005504,-0.160592,0
1313,-1.319584,-0.179513,-0.208985,0.225875,-0.014901,-0.298253,0
1314,-1.248398,-0.997731,-0.2491,0.244565,-0.023234,-0.314991,0
1315,-0.919598,-1.01355,-0.307672,0.204464,0.070688,-0.285076,0
1316,-0.601273,-0.74492,-0.362408,0.195411,0.096121,-0.382821,0
1317,-0.223776,-0.804748,-0.379991,0.23396,0.100832,-0.298983,0
1318,-0.028989,-0.665886,-0.376672,0.239836,0.214032,-0.298568,0
1319,0.093775,-0.8359,-0.324322,0.219048,0.278723,-0.322836,0
1320,0.360568,-1.239726,-0.267461,0.269852,0.215889,-0.319136,0
